Title,Genre,Actors,Recom
Spider-Man 3,"Action, Adventure, Sci-Fi","Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church, James Franco, Bryce Dallas Howard, Rosemary Harris, J.K. Simmons, James Cromwell, Theresa Russell, Dylan Baker, Bill Nunn, Bruce Campbell, Elizabeth Banks, Ted Raimi, Perla Haney-Jardine, Willem Dafoe, Cliff Robertson","Spider-Man 2, Spider-Man, The Amazing Spider-Man, The Amazing Spider-Man 2, Spider-Man: Homecoming, Spider-Man: Far from Home, Iron Man, Iron Man 2, Iron Man Three, Captain America: The First Avenger, Captain America: Civil War, The Avengers"
The Amazing Spider-Man,"Action, Adventure, Sci-Fi","Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan, Denis Leary, Martin Sheen, Sally Field, Campbell Scott, Embeth Davidtz, Chris Zylka, Max Charles, C. Thomas Howell, Jake Keiffer, Kari Coleman, Michael Barra, Leif Gantvoort, Andy Pessoa, Hannah Marks","The Amazing Spider-Man 2, Spider-Man 3, Spider-Man 2, Spider-Man, Spider-Man: Homecoming, Spider-Man: Far from Home, Iron Man, Iron Man 2, Captain America: The First Avenger, Iron Man Three, Captain America: Civil War, Avengers: Age of Ultron"
The Amazing Spider-Man 2,"Action, Adventure, Sci-Fi","Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti, Dane DeHaan, Colm Feore, Felicity Jones, Sally Field, Embeth Davidtz, Campbell Scott, Marton Csokas, Louis Cancelmi, Max Charles, B.J. Novak, Sarah Gadon, Michael Massee, Jorge Vega, Bill Heck","The Amazing Spider-Man, Spider-Man 3, Spider-Man 2, Spider-Man, Spider-Man: Homecoming, Spider-Man: Far from Home, Iron Man 2, Iron Man Three, Iron Man, Venom, Captain America: The First Avenger, Avengers: Age of Ultron"
Venom,"Action, Adventure, Sci-Fi","Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze, Reid Scott, Jenny Slate, Melora Walters, Woody Harrelson, Peggy Lu, Malcolm C. Murray, Sope Aluko, Wayne Pére, Michelle Lee, Kurt Yue, Chris O'Hara, Emilio Rivera, Amelia Young, Ariadne Joseph","Venom: Let There Be Carnage, Spider-Man: Far from Home, Spider-Man: Homecoming, Spider-Man 3, The Amazing Spider-Man, Aquaman, Ant-Man, The Amazing Spider-Man 2, Doctor Strange, Guardians of the Galaxy Vol. 2, Iron Man 2, Avengers: Age of Ultron"
Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi","Tom Hardy, Woody Harrelson, Michelle Williams, Naomie Harris, Reid Scott, Stephen Graham, Peggy Lu, Sian Webber, Michelle Greenidge, Rob Bowen, Laurence Spellman, Little Simz, Jack Bandeira, Olumide Olorunfemi, Scroobius Pip, Amrou Al-Kadhi, Beau Sargent, Brian Copeland","Venom, Venom 3, Shang-Chi and the Legend of the Ten Rings, Spider-Man: Far from Home, Spider-Man: Homecoming, Black Widow, Eternals, The Amazing Spider-Man, Spider-Man: No Way Home, The Amazing Spider-Man 2, Venom, Spider-Man 3"
Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy","Simu Liu, Awkwafina, Tony Chiu-Wai Leung, Ben Kingsley, Meng'er Zhang, Fala Chen, Michelle Yeoh, Wah Yuen, Florian Munteanu, Andy Le, Paul W. He, Jayden Zhang, Elodie Fong, Arnold Sun, Stephanie Hsu, Kunal Dudheker, Tsai Chin, Jodi Long","Black Widow, Eternals, Hawkeye, Loki, The Falcon and the Winter Soldier, Spider-Man: Far from Home, What If...?, Ant-Man and the Wasp, WandaVision, Doctor Strange, Captain Marvel, Ant-Man"
Eternals,"Action, Adventure, Fantasy","Gemma Chan, Richard Madden, Angelina Jolie, Salma Hayek, Kit Harington, Kumail Nanjiani, Lia McHugh, Brian Tyree Henry, Lauren Ridloff, Barry Keoghan, Ma Dong-seok, Harish Patel, Bill Skarsgård, Haaz Sleiman, Esai Daniel Cross, Harry Styles, Alan Scott, Hannah Dodd","Shang-Chi and the Legend of the Ten Rings, Black Widow, Hawkeye, Doctor Strange in the Multiverse of Madness, Captain Marvel, The Falcon and the Winter Soldier, Loki, Spider-Man: Far from Home, WandaVision, Ant-Man and the Wasp, What If...?, Doctor Strange"
Hawkeye,"Action, Adventure, Crime","Jeremy Renner, Hailee Steinfeld, Florence Pugh, Vera Farmiga, Tony Dalton, Fra Fee, Aleks Paunovic, Piotr Adamczyk, Alaqua Cox, Linda Cardellini, Cade Woodward, Carlos Navarro, Ava Russo, Ben Sakamoto, Clayton English, Ivan Mbakop, Adetinpo Thomas, Robert Walker Branchaud","The Falcon and the Winter Soldier, Loki, WandaVision, Moon Knight, What If...?, Black Widow, Shang-Chi and the Legend of the Ten Rings, Captain Marvel, Ant-Man and the Wasp, Eternals, Captain America: Civil War, Captain America: The Winter Soldier"
The Falcon and the Winter Soldier,"Action, Adventure, Drama","Anthony Mackie, Sebastian Stan, Wyatt Russell, Erin Kellyman, Desmond Chiam, Dani Deetté, Indya Bussey, Daniel Brühl, Danny Ramirez, Adepero Oduye, Renes Rivera, Tyler Dean Flores, Emily VanCamp, Clé Bennett, Noah Mills, Florence Kasumba, Carl Lumbly, Georges St-Pierre","WandaVision, Loki, Hawkeye, What If...?, Moon Knight, Captain America: The Winter Soldier, Captain America: Civil War, Ant-Man and the Wasp, Captain Marvel, Black Widow, Captain America: The First Avenger, Ant-Man"
What If...?,"Animation, Action, Adventure","Jeffrey Wright, Terri Douglas, Matthew Wood, Robin Atkin Downes, Fred Tatasciore, Samuel L. Jackson, Chadwick Boseman, Mick Wingert, Piotr Michael, Arthur Ortiz, Michael Ralph, Lake Bell, Jeremy Renner, Benedict Cumberbatch, Frank Grillo, Josh Keaton, Danai Gurira, Ross Marquand","Loki, The Falcon and the Winter Soldier, Hawkeye, WandaVision, Moon Knight, Shang-Chi and the Legend of the Ten Rings, Ant-Man and the Wasp, Black Widow, Captain America: Civil War, What/If, Spider-Man: Far from Home, Doctor Strange"
Black Widow,"Action, Adventure, Sci-Fi","Scarlett Johansson, Florence Pugh, David Harbour, Rachel Weisz, Ray Winstone, Ever Anderson, Violet McGraw, O-T Fagbenle, William Hurt, Olga Kurylenko, Ryan Kiera Armstrong, Liani Samuel, Michelle Lee, Lewis Young, C.C. Smiff, Nanna Blondell, Simona Zivkovska, Erin Jameson","Shang-Chi and the Legend of the Ten Rings, Ant-Man and the Wasp, Eternals, Captain Marvel, Hawkeye, The Falcon and the Winter Soldier, Spider-Man: Far from Home, WandaVision, Loki, Captain America: Civil War, Doctor Strange, Avengers: Age of Ultron"
Moon Knight,"Action, Adventure, Fantasy","Oscar Isaac, Ethan Hawke, May Calamawy, Michael Benjamin Hernandez, F. Murray Abraham, Ann Akinjirin, Karim El Hakim, David Ganly, Antonia Salib, Khalid Abdalla, Shaun Scott, Lucy Thackeray, Díana Bermudez, Alexander Cobb, Declan Hannigan, Hayley Konadu, Loic Mabanza, Nagisa Morimoto","Loki, Hawkeye, WandaVision, The Falcon and the Winter Soldier, What If...?, Doctor Strange in the Multiverse of Madness, Obi-Wan Kenobi, Shang-Chi and the Legend of the Ten Rings, Thor: Ragnarok, Doctor Strange, Spider-Man: No Way Home, Black Widow"
The Northman,"Action, Adventure, Drama","Alexander Skarsgård, Nicole Kidman, Claes Bang, Ethan Hawke, Anya Taylor-Joy, Gustav Lindh, Elliott Rose, Willem Dafoe, Phill Martin, Eldar Skar, Olwen Fouéré, Edgar Abram, Jack Gassmann, Ingvar Sigurdsson, Oscar Novak, Jack Walsh, Björk, Ian Whyte","The Batman, Everything Everywhere All at Once, The VVitch: A New-England Folktale, The Black Phone, The Lord of the Rings: The Fellowship of the Ring, Thor: Love and Thunder, Top Gun: Maverick, The Lighthouse, Prey, The Tell-Tale Heart, Nope, Elvis"
Turning Red,"Animation, Adventure, Comedy","Rosalie Chiang, Sandra Oh, Ava Morse, Hyein Park, Maitreyi Ramakrishnan, Orion Lee, Wai Ching Ho, Tristan Allerick Chen, Lori Tan Chinn, Mia Tagano, Sherry Cola, Lillian Lim, James Hong, Jordan Fisher, Finneas O'Connell, Topher Ngo, Grayson Villanueva, Josh Levi","Luca, Encanto, Onward, Raya and the Last Dragon, Soul, Lightyear, Bao, Chip 'n Dale: Rescue Rangers, Coco, Moana, Ron's Gone Wrong, The Bad Guys"
Happening,Drama,"Anamaria Vartolomei, Kacey Mottet Klein, Luàna Bajrami, Louise Orry-Diquéro, Louise Chevillotte, Pio Marmaï, Sandrine Bonnaire, Leonor Oberson, Anna Mouglalis, Cyril Metzger, Eric Verdin, Madeleine Baudot, Alice de Lencquesaing, Fabrizio Rongione, Isabelle Mazin, Julien Frison, Édouard Sulpice, Leïla Muse","Paris, 13th District, Lost Illusions, Compartment Number 6, Petite Maman, Un Monde, Parallel Mothers, Grosse Freiheit, A Chiara, À plein temps, The Worst Person in the World, Competencia oficial, A Hero"
Fire of Love,Documentary,"Miranda July, Katia Krafft, Maurice Krafft","Moonage Daydream, The Territory, Decision to Leave, Triangle of Sadness, The Seer and the Unseen, Bodies Bodies Bodies, Hit the Road, A Love Song, The Banshees of Inisherin, Holy Spider, The Fire Within: A Requiem for Katia and Maurice Krafft, EO"
X,"Horror, Mystery, Thriller","Mia Goth, Jenna Ortega, Brittany Snow, Kid Cudi, Martin Henderson, Owen Campbell, Stephen Ure, James Gaylyn, Simon Prast, Geoff Dolan, Matthew J. Saville, Bryony Skillington","Pearl, Barbarian, The Black Phone, Midsommar, Nope, Bodies Bodies Bodies, Hereditary, MaXXXine, Hellraiser, Men, Terrifier, Halloween"
Marcel the Shell with Shoes On,"Animation, Comedy, Drama","Jenny Slate, Dean Fleischer-Camp, Isabella Rossellini, Joe Gabler, Shari Finkelstein, Samuel Painter, Blake Hottle, Scott Osterman, Jeremy Evans, Lesley Stahl, Rosa Salazar, Thomas Mann, Sarah Thyre, Andy Richter, Nathan Fielder, Jessi Klein, Peter Bonerz, Jamie Leonhart","Bodies Bodies Bodies, Pearl, Marcel the Shell with Shoes On, Ghoster, Emily the Criminal, Three Thousand Years of Longing, Barbarian, The Skeleton's Compass, Wendell & Wild, Speak No Evil, Marcel the Shell with Shoes On, Three, Vengeance"
Nope,"Horror, Mystery, Sci-Fi","Daniel Kaluuya, Keke Palmer, Brandon Perea, Michael Wincott, Steven Yeun, Wrenn Schmidt, Keith David, Devon Graye, Terry Notary, Barbie Ferreira, Donna Mills, Oz Perkins, Eddie Jemison, Jacob Kim, Sophia Coto, Jennifer Lafleur, Andrew Patrick Ralston, Lincoln Lambert","Us, Get Out, The Black Phone, Prey, Bullet Train, Everything Everywhere All at Once, Midsommar, X, Top Gun: Maverick, Bodies Bodies Bodies, Fall, The Northman"
"Good Luck to You, Leo Grande","Comedy, Drama","Emma Thompson, Daryl McCormack, Isabella Laughland, Les Mabaleka, Lennie Beare, Carina Lopes, Charlotte Ware","Cha Cha Real Smooth, Persuasion, Mrs. Harris Goes to Paris, Competencia oficial, Zee Van Tijd, The Worst Person in the World, Boiling Point, The Randomer, What's Love Got to Do with It?, Licorice Pizza, El Houb, 52 Tuesdays"
The Duke,"Biography, Comedy, Crime","Jim Broadbent, Heather Craney, Stephen Rashbrook, James Wilby, Matthew Goode, John Heffernan, Alice Stokoe, Sarah Annett, Charlie Richmond, Matt Sutton, Helen Mirren, Anna Maxwell Martin, Fionn Whitehead, Michael Hodgson, Richard McCabe, Andrew Havill, Sarah Beck Mather, Cliff Burnett","The Phantom of the Open, Operation Mincemeat, Mrs. Harris Goes to Paris, The Duke, The Outfit, Mothering Sunday, Good Luck to You, Leo Grande, Cyrano, Downton Abbey: A New Era, Belfast, Competencia oficial, Ali & Ava"
The Woman King,"Action, Drama, History","Viola Davis, Thuso Mbedu, Lashana Lynch, Sheila Atim, John Boyega, Hero Fiennes Tiffin, Jimmy Odukoya, Masali Baduza, Jayme Lawson, Adrienne Warren, Chioma Antoinette Umeala, Siyamthanda Makakane, Shaina West, Sivuyile Ngesi, Riaan Visman, Seputla Sebogodi, Angélique Kidjo, Wanda Banda","See How They Run, Ticket to Paradise, Smile, Don't Worry Darling, Amsterdam, Bros, Barbarian, Pearl, The Good Nurse, Causeway, Nope, On the Line"
The Unbearable Weight of Massive Talent,"Action, Comedy, Crime","Nicolas Cage, Pedro Pascal, Tiffany Haddish, Sharon Horgan, Paco León, Neil Patrick Harris, Lily Mo Sheen, Alessandra Mastronardi, Jacob Scipio, Katrin Vankova, Demi Moore, Anna MacDonald, David Gordon Green, Ike Barinholtz, Luke McQueen, Joanna Bobin, Enrique Martínez, Manuel Tallafé","Pig, The Lost City, Everything Everywhere All at Once, The Northman, Bullet Train, The Outfit, Elvis, Butcher's Crossing, Ambulance, Face/Off, Guarding Tess, Willy's Wonderland"
Competencia oficial,"Comedy, Drama","Penélope Cruz, Antonio Banderas, Oscar Martínez, José Luis Gómez, Manolo Solo, Nagore Aranburu, Irene Escolar, Pilar Castro, Koldo Olabarri, Juan Grandinetti, Jean Dominikowski, Amanda Goldsmith, Mary Ruiz, María Guinea, Isabel García Lorca, Xana del Mar, Melina Matthews, Sue Flack","Good Luck to You, Leo Grande, The Good Boss, El ciudadano ilustre, Parallel Mothers, Boiling Point, Corsage, As bestas, Happening, Decision to Leave, Narcosis, Athena, See How They Run"
The Janes,Documentary,"Judith Arcana, Heather Booth, Richard J. Daley, Laura Kaplan, Amanda Kimbro, Marie Leaner, Mike, Patricia Novick-Raby, Ted O'Connor, Eleanor Oliver, Diane Stevens, Allan Weiland, Jo-Anne Wolfson","Endangered, Aftershock, Navalny, Citizen Ashe, Descendant, The Automat, Hold Your Fire, George Carlin's American Dream, Katrina Babies, I Didn't See You There, Mind Over Murder, Phoenix Rising"
Un Monde,Drama,"Maya Vanderbeque, Günter Duret, Lena Girard Voss, Simon Caudry, Thao Maerten, James Seguy, Naël Ammama, Émile Salamone, Karim Leklou, Laura Verlinden, Laurent Capelluto, Sandrine Blancke, Monia Douieb, Michel Israël, Sophia Leboutte, Muriel Bersy, Kylian Decorne, Anne-Pascale Clairembourg","Happening, Grosse Freiheit, Compartment Number 6, Hit the Road, Paris, 13th District, Hive, Petite Maman, Les corps étrangers, Vortex, Wheel of Fortune and Fantasy, A Chiara, Nitram"
El inocente,"Crime, Drama, Mystery","Mario Casas, Xavi Sáez, Santi Pons, Sam Feuer, Aura Garrido, Alexandra Jiménez, Jose Coronado, Martina Gusman, Juana Acosta, Susi Sánchez, Miki Esparbé, Anna Alarcón, Josean Bengoetxea, Oriol Vila, Aysha Daraaui, Natalia Bilbao, Mima Riera, Javier Beltrán","The Invisible Guest, Safe, Disparu à jamais, The Body, Behind Her Eyes, The Woods, The Stranger, Stay Close, The Mess You Leave Behind, Mirage, Clickbait, The Chestnut Man"
Writing with Fire,Documentary,"Meera Devi, Shyamkali Devi, Suneeta Prajapati","Attica, Ascension, Ala Kachuu - Take and Run, The Queen of Basketball, Boxballet, On My Mind, Please Hold, Lunana: A Yak in the Classroom, Original Copy, Sukienka, Audible, The Long Goodbye"
Navalny,"Documentary, Biography","Alexei Navalny, Yulia Navalnaya, Dasha Navalnaya, Zakhar Navalny, Maria Pevchikh, Christo Grozev, Leonid Volkov, Kira Yarmysh, Georgy Alburov, Anna Biryukova, Fidelius Schmid, Tim Lister, Clarissa Ward, Angela Merkel, Vladimir Putin, Vladimir Solovyov","Dvorets dlya Putina. Istoriya samoy bolshoy vzyatki, Ya pozvonil svoyemu ubiytse. On priznalsya, Fire of Love, The Man Putin Couldn't Kill, The Janes, George Carlin's American Dream, Descendant, The Lost Leonardo, The Rescue, Girl in the Picture, Escape from Kabul, The Forever Prisoner"
Emily the Criminal,"Crime, Drama, Thriller","Aubrey Plaza, Theo Rossi, Bernardo Badillo, Jonathan Avigdori, Kim Yarbrough, Gina Gershon, Wesley Han, Wyatt Barrios, Megalyn Echikunwoke, Brandon Sklenar, Ben Rodgers, Ricarlo Flanagan, Amje Elharden, Janice Sonia Lee, Kara Luiz, Roman Arabia, Roman Mitichyan, Jack Topalian","892, Three Thousand Years of Longing, Vengeance, Bodies Bodies Bodies, Confess, Fletch, Speak No Evil, Fall, Where the Crawdads Sing, Bandit, Pearl, The Greatest Beer Run Ever, Deus"
Hustle,"Comedy, Drama, Sport","Adam Sandler, Queen Latifah, Juancho Hernangomez, Ben Foster, Kenny Smith, Anthony Edwards, Robert Duvall, Jordan Hull, María Botto, Ainhoa Pillet, Raúl Castillo, Heidi Gardner, Jaleel White, Elvin Rodriguez, Moe Wagner, Boban Marjanovic, Michael Foster Jr., Julius Erving","The Gray Man, The Adam Project, Uncut Gems, Coach Carter, Murder Mystery, The Redeem Team, Day Shift, The Man from Toronto, Nature Planet, Spiderhead, Capturing Captain Phillips, Top Gun: Maverick"
Belle: The Dragon and the Freckled Princess,"Animation, Adventure, Drama","Kaho Nakamura, Ryô Narita, Shôta Sometani, Tina Tamashiro, Lilas Ikuta, Ryôko Moriyama, Michiko Shimizu, Fuyumi Sakamoto, Yoshimi Iwasaki, Sachiyo Nakao, Toshiyuki Morikawa, Mamoru Miyano, Sumi Shimamoto, Kôji Yakusho, Ken Ishiguro, Ermhoi, Hana, Mami Koyama","Samâ uôzu, Bakemono no ko, Tenki no ko, Josee, the Tiger and the Fish, Bubble, Koto no ha no niwa, Kimi no na wa., Koe no katachi, Toki o kakeru shôjo, Mirai no Mirai, Cider no yô ni kotoba ga wakiagaru, Tôkyô goddofâzâzu"
Mrs. Harris Goes to Paris,"Comedy, Drama","Lesley Manville, Isabelle Huppert, Lambert Wilson, Alba Baptista, Lucas Bravo, Ellen Thomas, Rose Williams, Jason Isaacs, Anna Chancellor, Bertrand Poncet, Christian McKay, Freddie Fox, Guilaine Londez, Philippe Bertin, Roxane Duran, Dorottya Ilosvai, Delroy Atkinson, Vincent Martin","The Lost King, Ticket to Paradise, Mrs. 'Arris Goes to Paris, Emily, Amsterdam, Good Luck to You, Leo Grande, The Woman King, See How They Run, Where the Crawdads Sing, The Banshees of Inisherin, Bros, Vengeance"
Benediction,"Biography, Drama, War","Kate Phillips, Anton Lesser, Peter Capaldi, Julian Sands, Jack Lowden, Jeremy Irvine, Tom Blyth, Harry Lawtey, Ben Daniels, Lia Williams, Gemma Jones, Geraldine James, Simon Russell Beale, Kellie Shirley, Calam Lynch, Suzanne Bertish, Georgina Rylance, Richard Goulding","Happening, Ali & Ava, Both Sides of the Blade, Grosse Freiheit, Flux Gourmet, Hit the Road, Vortex, Good Luck to You, Leo Grande, The Souvenir: Part II, The Quiet Girl, The Forgiven, Montana Story"
The Sea Beast,"Animation, Adventure, Comedy","Karl Urban, Zaris-Angel Hator, Jared Harris, Marianne Jean-Baptiste, Benjamin Plessala, Somali Rose, Kaya McLean, Davis Pak, Helen Sadler, Xana Tang, Alex Wyndham, Brian T. Delaney, Ian Mercer, Shannon Chan-Kent, Max Mittelman, Paul Chowdhry, Jim Carter, Doon Mackichan","Luck, Wish Dragon, The Bad Guys, Turning Red, Lightyear, Minions 2: The Rise of Gru, DC League of Super-Pets, Baymax!, Ron's Gone Wrong, Chip 'n Dale: Rescue Rangers, Raya and the Last Dragon, The Croods: Family Tree"
Emergency,"Comedy, Drama, Thriller","RJ Cyler, Donald Elise Watkins, Sebastian Chacon, Sabrina Carpenter, Maddie Nichols, Madison Thompson, Diego Abraham, Summer Madison, Gillian Rabin, Patrick Lamont Jr., Robert Hamilton III, Mike Forbs, Adrian Lockett, Melanie Jeffcoat, James Healy Jr., John Paul Kakos, Callan Wilson, Charity Cervantes","Not Okay, Watcher, Cha Cha Real Smooth, Bodies Bodies Bodies, Dual, Emily the Criminal, On the Count of Three, Don't Make Me Go, Emergency, Vengeance, The Valet, Good Luck to You, Leo Grande"
Lunana: A Yak in the Classroom,"Drama, Family","Sherab Dorji, Ugyen Norbu Lhendup, Kelden Lhamo Gurung, Pem Zam, Sangay Lham, Chimi Dem, Oriana Chen, Tashi Dema, Dophu, Tshering Dorji, Art Finch, Dorji Om, Tandin Sonam, Sonam Tashi, Kunzang Wangdi, Tshering Zangmo, Tsheri Zom","Hit the Road, The Good Boss, Flee, Parallel Mothers, Huda's Salon, A Hero, Wheel of Fortune and Fantasy, Nowhere Special, Sundown, Crossing Bhutan, Ali & Ava, The Duke"
Compartment Number 6,"Drama, Romance","Yuriy Borisov, Seidi Haarla, Valeriy Nikolaev, Yuliya Aug, Dinara Drukarova, Polina Aug, Galina Petrova, Tomi Alatalo, Natalya Drozd, Maria Kljukina, Lev Ezhov, Mikhail Brashinskiy, Denis Pyanov, Konstantin Murzenko, Lidia Kostina, Nadezhda Kulakova, Daria Shiriaeva, Galina Sidorova","Happening, Drive My Car, Paris, 13th District, The Worst Person in the World, Oslo, August 31st, A Hero, Okul Tirasi, Grosse Freiheit, Reprise, Un Monde, Petrovy v grippe, Memoria"
